ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
25,8,4.0,2.0,3.0,1.5,1256,35.828025477707,139.73697978237809,0.11125555715157491,49.49999999999992,1.1155806284386915,64.171974522293
25,4,4.0,2.0,3.0,1.5,1317,35.68716780561883,138.2369797823781,0.10496353817948224,44.99999999999996,1.1088051788920723,64.31283219438116
25,12,3.0,2.0,5.0,2.0,801,31.086142322097377,137.73697978237837,0.17195627937874952,94.0,1.1247617570492556,68.91385767790263
25,8,3.0,2.0,5.0,1.5,981,25.28032619775739,137.23697978237823,0.13989498448764345,86.00000000000003,1.1248176259957965,74.71967380224261
25,4,2.0,2.0,5.0,2.0,851,30.904817861339602,135.7369797823784,0.15950291396284183,90.0,1.1154226018557638,69.0951821386604
25,8,2.0,2.0,7.0,2.0,627,24.720893141945773,135.73697978237823,0.21648641113616943,88.00000000000003,1.143789173498282,75.27910685805422
25,12,3.0,2.0,5.0,1.5,901,25.41620421753607,133.7369797823782,0.1484317200692322,80.0,1.1326755751809305,74.58379578246392
50,8,2.0,2.0,3.0,3.0,405,55.55555555555556,133.36466400506984,0.3292954666791848,30.000000000000078,1.2469716000093882,44.44444444444444
25,8,2.0,2.0,7.0,1.5,707,19.943422913719942,132.73697978237826,0.1877467889425435,87.5,1.1563450880828954,80.05657708628006
25,8,3.0,2.0,7.0,2.0,764,24.214659685863875,131.7369797823782,0.17243060180939554,126.00000000000009,1.1137625041298602,75.78534031413614
25,4,3.0,2.0,7.0,1.5,963,19.314641744548286,131.23697978237823,0.1362793144157614,95.00000000000007,1.1126014412547218,80.68535825545172
25,8,3.0,2.0,5.0,2.0,872,30.73394495412844,128.73697978237834,0.14763415112658065,109.00000000000003,1.1065703475019686,69.26605504587155
25,12,3.0,2.0,7.0,2.0,707,24.328147100424328,128.7369797823783,0.18208908031453794,98.99999999999994,1.1203149343760543,75.67185289957567
25,12,4.0,2.0,5.0,1.5,1005,25.07462686567164,127.23697978237823,0.1266039599824659,99.50000000000003,1.112648941817068,74.92537313432835
25,8,2.0,2.0,3.0,1.5,878,36.56036446469248,126.23697978237828,0.1437778813011142,29.999999999999908,1.151091537740728,63.43963553530752
25,8,4.0,2.0,7.0,1.5,950,19.263157894736842,125.23697978237817,0.1318283997709244,110.50000000000009,1.1088543935526973,80.73684210526316
50,8,2.0,2.0,7.0,2.0,381,25.984251968503933,123.36466400507,0.3237917690421785,42.00000000000002,1.2187316737678546,74.01574803149606
25,12,3.0,3.0,7.0,3.0,239,35.146443514644346,123.0000000000001,0.5146443514644355,47.000000000000036,1.264516129032258,64.85355648535564
25,4,4.0,2.0,7.0,1.5,997,19.157472417251757,122.73697978237821,0.12310629867841345,99.00000000000013,1.101519420829097,80.84252758274825
25,12,3.0,2.0,3.0,2.0,958,42.58872651356994,122.73697978237821,0.12811793296699187,68.00000000000004,1.1115790725294346,57.41127348643006
25,12,4.0,2.0,5.0,2.0,886,30.58690744920993,121.73697978237834,0.13740065438191687,122.00000000000004,1.0989731542946164,69.41309255079007
25,4,2.0,2.0,7.0,3.0,601,32.11314475873544,121.7369797823782,0.2025573706861534,84.99999999999997,1.0994583168156684,67.88685524126456
25,12,3.0,3.0,5.0,3.0,253,43.47826086956522,121.00000000000009,0.47826086956521774,39.00000000000004,1.2820512820512822,56.52173913043478
25,12,3.0,2.0,3.0,3.0,798,52.5062656641604,118.73697978237797,0.1487932077473408,66.00000000000013,1.104430061374123,47.4937343358396
25,12,3.0,3.0,7.0,2.0,256,27.34375,118.00000000000016,0.4609375000000006,30.000000000000057,1.317204301075269,72.65625
25,4,2.0,3.0,7.0,2.0,337,26.112759643916917,118.0000000000001,0.3501483679525226,58.99999999999997,1.2369477911646585,73.88724035608308
25,8,3.0,2.0,5.0,3.0,717,39.609483960948396,117.73697978237819,0.16420778212326106,95.00000000000003,1.090636628007989,60.3905160390516
25,12,4.0,3.0,7.0,3.0,328,33.53658536585366,116.00000000000018,0.3536585365853664,70.00000000000003,1.1773700305810397,66.46341463414635
25,8,3.0,2.0,3.0,2.0,1044,42.241379310344826,115.73697978237813,0.11085917603676065,58.000000000000014,1.095967644927345,57.758620689655174
25,4,2.0,3.0,7.0,3.0,319,33.5423197492163,113.00000000000017,0.3542319749216306,64.0,1.177672955974843,66.4576802507837
25,4,2.0,2.0,5.0,3.0,703,39.5448079658606,111.73697978237823,0.1589430722366689,73.00000000000001,1.0876368468881397,60.4551920341394
25,12,3.0,2.0,7.0,3.0,551,32.12341197822142,111.73697978237813,0.20278943699161184,81.00000000000007,1.0995873260092497,67.87658802177859
